01/01/2000,POU,NY,AEA,EN,Towers with Display (VFR),0,0,5,0,5,0,0,120,0,120,0,0,125,0,125,144,0,144,269
01/02/2000,POU,NY,AEA,EN,Towers with Display (VFR),0,1,3,0,4,0,0,63,0,63,0,1,66,0,67,120,0,120,187
01/03/2000,POU,NY,AEA,EN,Towers with Display (VFR),0,13,13,0,26,0,0,113,0,113,0,13,126,0,139,82,0,82,221
01/04/2000,POU,NY,AEA,EN,Towers with Display (VFR),0,12,7,0,19,0,5,0,0,5,0,17,7,0,24,0,0,0,24
01/05/2000,POU,NY,AEA,EN,Towers with Display (VFR),0,11,11,0,22,0,1,56,0,57,0,12,67,0,79,70,0,70,149
01/06/2000,POU,NY,AEA,EN,Towers with Display (VFR),0,13,15,0,28,0,0,158,0,158,0,13,173,0,186,260,0,260,446
01/07/2000,POU,NY,AEA,EN,Towers with Display (VFR),0,12,14,0,26,0,0,131,0,131,0,12,145,0,157,164,0,164,321
01/08/2000,POU,NY,AEA,EN,Towers with Display (VFR),0,2,15,0,17,0,0,324,0,324,0,2,339,0,341,380,0,380,721
01/09/2000,POU,NY,AEA,EN,Towers with Display (VFR),0,1,5,0,6,0,0,198,0,198,0,1,203,0,204,328,0,328,532
01/10/2000,POU,NY,AEA,EN,Towers with Display (VFR),0,9,8,0,17,0,5,13,0,18,0,14,21,0,35,34,0,34,69
01/11/2000,POU,NY,AEA,EN,Towers with Display (VFR),0,10,11,0,21,0,4,24,0,28,0,14,35,0,49,44,0,44,93
01/12/2000,POU,NY,AEA,EN,Towers with Display (VFR),0,9,9,0,18,0,3,68,0,71,0,12,77,0,89,72,0,72,161
01/13/2000,POU,NY,AEA,EN,Towers with Display (VFR),0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
01/14/2000,POU,NY,AEA,EN,Towers with Display (VFR),0,9,10,0,19,0,7,11,0,18,0,16,21,0,37,0,0,0,37
01/15/2000,POU,NY,AEA,EN,Towers with Display (VFR),0,1,6,0,7,0,0,113,0,113,0,1,119,0,120,166,0,166,286
01/16/2000,POU,NY,AEA,EN,Towers with Display (VFR),0,0,5,0,5,0,0,65,0,65,0,0,70,0,70,88,0,88,158
01/17/2000,POU,NY,AEA,EN,Towers with Display (VFR),0,6,8,0,14,0,7,3,0,10,0,13,11,0,24,18,0,18,42
01/18/2000,POU,NY,AEA,EN,Towers with Display (VFR),0,6,7,0,13,0,11,128,0,139,0,17,135,0,152,200,0,200,352
01/19/2000,POU,NY,AEA,EN,Towers with Display (VFR),0,11,13,0,24,0,1,119,0,120,0,12,132,0,144,226,0,226,370
01/20/2000,POU,NY,AEA,EN,Towers with Display (VFR),0,1,4,0,5,0,0,2,0,2,0,1,6,0,7,0,0,0,7
