01/01/2020,HVN,CT,ANE,EN,Federal Contract Tower,2,2,3,0,7,0,0,6,0,6,2,2,9,0,13,20,0,20,33
01/02/2020,HVN,CT,ANE,EN,Federal Contract Tower,3,4,11,0,18,0,4,23,0,27,3,8,34,0,45,24,0,24,69
01/03/2020,HVN,CT,ANE,EN,Federal Contract Tower,3,1,2,0,6,0,0,1,0,1,3,1,3,0,7,0,0,0,7
01/04/2020,HVN,CT,ANE,EN,Federal Contract Tower,8,5,2,0,15,0,0,0,0,0,8,5,2,0,15,0,0,0,15
01/05/2020,HVN,CT,ANE,EN,Federal Contract Tower,3,4,8,0,15,0,0,4,2,6,3,4,12,2,21,66,0,66,87
01/06/2020,HVN,CT,ANE,EN,Federal Contract Tower,4,12,11,0,27,0,3,10,0,13,4,15,21,0,40,18,0,18,58
01/07/2020,HVN,CT,ANE,EN,Federal Contract Tower,1,3,4,0,8,0,3,36,2,41,1,6,40,2,49,90,6,96,145
01/08/2020,HVN,CT,ANE,EN,Federal Contract Tower,2,1,1,0,4,0,0,0,0,0,2,1,1,0,4,0,0,0,4
01/09/2020,HVN,CT,ANE,EN,Federal Contract Tower,4,11,15,0,30,0,2,16,2,20,4,13,31,2,50,6,0,6,56
01/10/2020,HVN,CT,ANE,EN,Federal Contract Tower,3,5,17,0,25,0,0,2,0,2,3,5,19,0,27,22,0,22,49
01/11/2020,HVN,CT,ANE,EN,Federal Contract Tower,3,2,10,2,17,0,0,17,0,17,3,2,27,2,34,60,2,62,96
01/12/2020,HVN,CT,ANE,EN,Federal Contract Tower,3,1,5,0,9,0,0,14,0,14,3,1,19,0,23,4,0,4,27
01/13/2020,HVN,CT,ANE,EN,Federal Contract Tower,4,7,10,0,21,0,2,2,0,4,4,9,12,0,25,20,0,20,45
01/14/2020,HVN,CT,ANE,EN,Federal Contract Tower,2,3,3,0,8,0,2,5,0,7,2,5,8,0,15,10,0,10,25
01/15/2020,HVN,CT,ANE,EN,Federal Contract Tower,1,4,20,0,25,0,2,34,0,36,1,6,54,0,61,64,0,64,125
01/16/2020,HVN,CT,ANE,EN,Federal Contract Tower,3,4,11,0,18,0,1,4,0,5,3,5,15,0,23,0,0,0,23
01/17/2020,HVN,CT,ANE,EN,Federal Contract Tower,3,5,7,2,17,0,2,11,0,13,3,7,18,2,30,6,0,6,36
01/18/2020,HVN,CT,ANE,EN,Federal Contract Tower,3,0,4,0,7,0,0,8,0,8,3,0,12,0,15,106,0,106,121
01/19/2020,HVN,CT,ANE,EN,Federal Contract Tower,3,4,3,0,10,0,0,9,0,9,3,4,12,0,19,32,0,32,51
